2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021873a78,a.44564869
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187308,7.44564869
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187307,3.467434
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187305,6.85567013
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218732,1.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187163,0.03322569
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02187008,0.21
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186299,0.1
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186251,0.0091
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186053,0.58
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02186052,0.05
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02185561,9.14455526
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02184944,130.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02184363,4.52654436
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02183269,4.89101735
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02183264,0.00630238
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218247,0.01248192
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218238,41.5
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02181735,0.2
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02180845,50.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0218,32.74659999
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02179639,0.40030023
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217942,0.81461421
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02179148,49.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02178009,0.73972375
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02177774,48.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217631,0.01368442
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.021763,0.57907871
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02176045,49.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02175882,40.67636181
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02175498,0.1331879
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217499,0.04644343
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02174665,51.
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02174558,50.96
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173852,14.73
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173707,0.09825887
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173628,0.03355265
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02173528,0.55209779
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02172401,0.00633334
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02171691,0.02869842
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02170739,1.033055
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02170001,2.58533184
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.0217,11.58032904
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02168639,0.40030022
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02167076,33.82130391
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02167075,0.1777869
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02164914,31.97356142
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02164903,0.01766217
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02164226,0.14046593
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02161593,0.00636546
2020/03/17 17:01:24.884492,ETH/BTC,bid,0.02160336,508.56
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189093,9.80492203
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189094,10.91645003
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189096,6.85752424
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189398,9.14003499
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189399,9.14068583
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02189434,130.
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0219,0.04
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021901,42.4
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02191749,23.5
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02192039,0.4014997
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02193216,1.37106548
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02193217,36.8
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02194667,50.95
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02195467,0.2
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02195887,14.73
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02196,0.0199982
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02196165,37.7
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02196924,4.94993079
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02199288,0.54563113
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.021998,0.01251984
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02201782,0.17
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02202912,1.13550823
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02204899,0.4
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02205152,0.00623928
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02205403,508.55
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0220972,0.01263333
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210103,0.00019101
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210226,0.086064
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210654,29.79106636
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210655,6.90840309
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02210752,1.24905905
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0221428,0.01274004
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02215,0.0697053
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0221597,0.4
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02216178,0.00620832
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02218591,1.37396496
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.0221898,0.01286127
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02222318,0.0092
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02222991,0.5
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02223142,0.086064
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.022234,0.19992
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02224422,0.05
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02225,0.05746774
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226116,0.12491728
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226117,0.05
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226156,0.68965079
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226177,0.05
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02226431,1.51136146
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02227,1.
2020/03/17 17:01:24.884492,ETH/BTC,ask,0.02227042,0.4
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.0000003,29468687.918283
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000029,29354859.324531
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000028,33183658.838306
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000027,70492155.16241
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000026,47973630.799864
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000025,54375270.29956
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000024,43578159.041355
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000023,55039906.016943
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000022,35101189.028424
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000021,17487929.456232
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.0000002,23948681.085421
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000019,9908337.0918123
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000018,17140674.938161
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000017,10816395.006882
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000016,18698273.51265
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000015,16277969.480293
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000014,102751129.09834
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000013,31727762.768641
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000012,19995159.833333
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000011,28995182.727273
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.0000001,23774671.459259
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000009,12981604.444444
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000008,17423077.375
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000007,15265749.142857
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000006,17737965.333333
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000005,1334531.94
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000004,316250.
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000003,37081819.
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000002,148187044.35714
2020/03/17 17:01:24.884492,DOGE/BTC,bid,0.00000001,31940498.
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000031,11901419.52546
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000032,41260944.21614
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000033,23594827.903824
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000034,21803662.672223
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000035,18263184.257508
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000036,5679965.5678208
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000037,13314388.737357
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000038,7712660.475328
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000039,20443826.378187
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.0000004,18956753.397818
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000041,4835576.6065579
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000042,5952282.4414734
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000043,3501920.4320189
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000044,14582197.403095
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000045,4614626.4597111
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000046,2880183.0593082
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000047,10796386.702639
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000048,10993658.990659
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000049,11470242.6909
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.0000005,9822169.5205892
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000051,6596323.5807754
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000052,4513618.0740915
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000053,9635813.612021
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000054,7066622.9245546
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000055,7494963.9555021
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000056,23053312.757354
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000057,5490128.617437
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000058,22647865.088014
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000059,6597647.8383743
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.0000006,27239374.616801
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000061,1768636.8338943
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000062,24668402.369191
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000063,8128739.1553844
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000064,24019776.382939
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000065,4968243.7569908
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000066,27514366.540371
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000067,4397588.3406862
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000068,2235573.1875588
2020/03/17 17:01:24.884492,DOGE/BTC,ask,0.00000069,5909908.2897985
